Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-07-23,26.899998980534612,27.514857142531365,26.780443950730852,27.480697631835938,232100,0.0,0.0
2010-07-26,27.839363176691286,28.180951773973383,27.49777783703948,28.112632751464844,82700,0.0,0.0
2010-07-27,28.60793251662966,28.60793251662966,27.87351939945958,27.993074417114258,87100,0.0,0.0
2010-07-28,28.18095336596811,28.18095336596811,27.668573698729972,27.89060401916504,152650,0.0,0.0
2010-07-29,28.607932546308202,28.915361596384837,28.300503496231567,28.727487564086914,125400,0.0,0.0
2010-07-30,28.590853237411835,28.65917225299376,28.095553404962754,28.471298217773438,53800,0.0,0.0
2010-08-02,29.034914325922827,29.137389581995663,28.76164480464216,29.120309829711914,50750,0.0,0.0
2010-08-03,29.120314748085868,29.39358431552132,28.93244395649287,29.15447425842285,42750,0.0,0.0
2010-08-04,29.530220279968155,29.530220279968155,29.086156449709613,29.478981018066406,90250,0.0,0.0
2010-08-05,29.58145883354162,29.888887916186093,29.478983558536886,29.769332885742188,71150,0.0,0.0
2010-08-06,29.888882597287743,29.888882597287743,29.22278854184683,29.513137817382812,69650,0.0,0.0
2010-08-09,30.11091542809805,30.11091542809805,29.46190106977327,29.666854858398438,46050,0.0,0.0
2010-08-10,29.37650625267149,29.496061274850298,29.034917682763435,29.359426498413086,88750,0.0,0.0
2010-08-11,28.522535314226968,28.829961088118097,27.83935824078966,27.92475700378418,93700,0.0,0.0
2010-08-12,27.63440772486224,28.09555127214351,27.326978693341395,27.92475700378418,40050,0.0,0.0
2010-08-13,27.890600960702944,28.04431549554426,27.68564716170448,27.719806671142578,78850,0.0,0.0
2010-08-16,27.719809710875502,28.010159057678575,27.497779390440435,27.89060401916504,13350,0.0,0.0
2010-08-17,28.24926749297207,28.915361596384837,28.180948478452855,28.727487564086914,32600,0.0,0.0
2010-08-18,29.034915558277074,29.034915558277074,28.676250517984187,28.812885284423828,11900,0.0,0.0
2010-08-19,28.86412354737604,28.86412354737604,28.0272351301578,28.300504684448242,28500,0.0,0.0
2010-08-20,28.027236135222815,28.061395645141605,27.651491299006647,28.0613956451416,28600,0.0,0.0
2010-08-23,28.300507880243003,28.625016734218875,27.9247630150707,28.01015853881836,19500,0.0,0.0
2010-08-24,27.514856842124654,27.92476119310375,27.258665401151394,27.412378311157227,63800,0.0,0.0
2010-08-25,27.412376656718788,27.412376656718788,26.69504490020655,27.34406089782715,58300,0.0,0.0
2010-08-26,27.63440768266951,27.68564368275828,27.173264136092325,27.2586612701416,20700,0.0,0.0
2010-08-27,27.685646663194255,27.822284698486328,27.122029426949734,27.822284698486328,40650,0.0,0.0
2010-08-30,27.77104482731699,27.856440339875085,27.634410052646047,27.685646057128906,30450,0.0,0.0
2010-08-31,28.010156198590234,28.010156198590234,27.395301312190817,27.514856338500977,18150,0.0,0.0
2010-09-01,28.180952404997804,28.42006247387122,28.09555688258026,28.385906219482422,31950,0.0,0.0
2010-09-02,28.65917350738208,28.915363311767575,28.556694979523794,28.915363311767578,17650,0.0,0.0
2010-09-03,29.325263668051246,29.325263668051246,29.03491439380798,29.2398681640625,19200,0.0,0.0
2010-09-07,29.854726903133347,29.854726903133347,29.051997983664315,29.376506805419922,33150,0.0,0.0
2010-09-08,29.73517329264856,29.888887833545787,29.427744210854108,29.496063232421875,53400,0.0,0.0
2010-09-09,29.73517222567082,29.888886761052355,29.547298180731133,29.59853744506836,30100,0.0,0.0
2010-09-10,29.735170612265033,29.769330119969712,29.53022008129685,29.683931350708008,25550,0.0,0.0
2010-09-13,30.196318838687404,30.50374794006348,29.99136501855987,30.503747940063477,52250,0.0,0.0
2010-09-14,30.60622218976702,30.896571524877398,30.36711212236919,30.742856979370117,31200,0.0,0.0
2010-09-15,30.537900924682617,30.845329993132022,30.315870629485882,30.537900924682617,42700,0.0,0.0
2010-09-16,30.469583315877202,30.69161359760887,30.332948544589275,30.67453384399414,14650,0.0,0.0
2010-09-17,31.10152100647189,31.118600761786276,30.606221132875692,30.8453311920166,51800,0.0,0.0
2010-09-20,30.981969651731575,31.494352599047104,30.91365388000121,31.443113327026367,54450,0.0,0.0
2010-09-21,31.750534370377878,31.750534370377878,31.169835798991755,31.2210750579834,127800,0.0,0.0
2010-09-22,31.37478678600723,31.477262037243808,31.067357774668,31.13567352294922,51400,0.0,0.0
2010-09-23,30.999043259551186,31.28939256147529,30.742853465531088,30.828248977661133,35700,0.0,0.0
2010-09-24,31.30647258121526,31.579742131507384,31.050282785020144,31.494346618652344,84650,0.0,0.0
2010-09-27,31.562661983096927,31.989646057297794,31.562661983096927,31.887170791625977,59250,0.0,0.0
2010-09-28,32.07504518489049,32.143360943557916,31.511426330956745,32.092124938964844,49150,0.0,0.0
2010-09-29,32.24583885361614,32.24583885361614,31.733459219904898,31.784698486328125,39550,0.0,0.0
2010-09-30,32.1262827068067,32.1262827068067,31.40894928995412,31.750537872314453,55050,0.0,0.0
2010-10-01,32.348313812171064,32.348313812171064,31.767615220725833,31.87009048461914,31700,0.0,0.0
2010-10-04,31.904257002321152,31.938416517001645,31.340638040615506,31.443113327026367,54300,0.0,0.0
2010-10-05,31.938407960124945,32.17751798356526,31.56265991457046,32.075042724609375,49600,0.0,0.0
2010-10-06,31.972566908465573,32.194600455524586,31.9042511492682,32.04088592529297,46450,0.0,0.0
2010-10-07,32.177520092387766,32.45078963926592,31.716376510419636,31.887170791625977,67450,0.0,0.0
2010-10-08,32.143363608506675,32.87777680644286,32.143363608506675,32.792381286621094,130400,0.0,0.0
2010-10-11,32.980252162280856,33.28768124659829,32.89485664225058,33.065650939941406,121550,0.0,0.0
2010-10-12,33.099804830469466,33.390154138527535,32.68990049985162,33.32183837890625,112100,0.0,0.0
2010-10-13,33.80006167683561,34.05625147588949,33.64634714587727,33.91961669921875,167650,0.0,0.0
